,name,rating,genre,year,released,score,votes,director,writer,star,budget,gross,company,runtime,released_month,adjusted_budget,adjusted_gross,weekday,actor,bday,nominations,awards_won,star_age
4880,War Dogs,R,Biography,2016,2016-08-19,7.1,188000.0,Other,Other,Other,40000000.0,86234523.0,Other,114.0,8,45160349.4898066,97359529.919169,Friday,Jonah Hill,1983-12-20,2.0,0.0,11931
4881,The Legend of Tarzan,PG-13,Action,2016,2016-07-01,6.2,168000.0,Other,Other,Other,180000000.0,356700357.0,Other,110.0,7,203221572.704129,402717819.631469,Friday,Alexander Skarsgård,1976-08-25,0.0,0.0,14555
4882,Silence,R,Drama,2016,2017-01-13,7.2,104000.0,Martin Scorsese,Other,Other,46000000.0,23834809.0,Other,161.0,1,51934401.9132775,26909707.6115697,Friday,Andrew Garfield,1983-08-20,2.0,0.0,12200
4883,Gods of Egypt,PG-13,Action,2016,2016-02-26,5.4,110000.0,Other,Other,Other,140000000.0,150680864.0,Other,127.0,2,158061223.214323,170120011.99165,Friday,Brenton Thwaites,1989-08-10,0.0,0.0,9696
4884,The Founder,PG-13,Biography,2016,2017-01-20,7.2,134000.0,Other,Other,Other,25000000.0,24121245.0,Other,115.0,1,28225218.4311291,27233096.3582312,Friday,Michael Keaton,1951-09-05,1.0,0.0,23879
4885,Inferno,PG-13,Action,2016,2016-10-28,6.2,165000.0,Ron Howard,Other,Tom Hanks,75000000.0,220021259.0,Columbia Pictures,121.0,10,84675655.2933873,248405923.790681,Friday,Tom Hanks,1956-07-09,6.0,2.0,22026
4886,Now You See Me 2,PG-13,Action,2016,2016-06-10,6.5,260000.0,Other,Other,Other,90000000.0,334897606.0,Other,129.0,6,101610786.352065,378102323.256488,Friday,Jesse Eisenberg,1983-10-05,1.0,0.0,11937
4887,Miss Sloane,R,Drama,2016,2016-12-09,7.5,68000.0,Other,Other,Other,13000000.0,9101546.0,Other,132.0,12,14677113.5841871,10275724.9564388,Friday,Jessica Chastain,1977-03-24,3.0,1.0,14505
4888,10 Cloverfield Lane,PG-13,Action,2016,2016-03-11,7.2,300000.0,Other,Other,Other,15000000.0,110216998.0,Paramount Pictures,103.0,3,16935131.0586775,124435953.734933,Friday,John Goodman,1952-06-20,0.0,0.0,23275
4889,The Lost City of Z,PG-13,Biography,2016,2017-04-21,6.6,83000.0,Other,Other,Other,30000000.0,19263938.0,Other,141.0,4,33870262.1173549,21749154.3157491,Friday,Charlie Hunnam,1980-04-10,0.0,0.0,13525
4890,20th Century Women,R,Comedy,2016,2017-01-20,7.3,42000.0,Other,Other,Other,7000000.0,7214806.0,Other,119.0,1,7903061.16071615,8145579.01152883,Friday,Annette Bening,1958-05-29,4.0,0.0,21421
4891,Finding Dory,PG,Animation,2016,2016-06-17,7.3,250000.0,Other,Other,Other,200000000.0,1028570942.0,Other,97.0,6,225801747.449033,1161265580.39449,Friday,Ellen DeGeneres,1958-01-26,0.0,0.0,21327
4892,Lion,PG-13,Biography,2016,2017-01-06,8.0,221000.0,Other,Other,Other,12000000.0,140853810.0,Other,118.0,1,13548104.846942,159025182.16427,Friday,Dev Patel,1990-04-23,1.0,0.0,9755
4893,Lights Out,PG-13,Drama,2016,2016-07-22,6.3,119000.0,Other,Other,Other,4900000.0,148868835.0,New Line Cinema,81.0,7,5532142.8125013,168074215.418509,Friday,Teresa Palmer,1986-02-26,0.0,0.0,11104
4894,Meet the Blacks,R,Comedy,2016,2016-04-01,4.8,36000.0,Other,Other,Other,900000.0,9097072.0,Other,94.0,4,1016107.86352065,10270673.7713483,Friday,Mike Epps,1970-11-18,0.0,0.0,16571
4895,Allied,R,Action,2016,2016-11-23,7.1,146000.0,Robert Zemeckis,Other,Brad Pitt,85000000.0,119520023.0,Paramount Pictures,124.0,11,95965742.6658389,134939150.242743,Wednesday,Brad Pitt,1963-12-18,4.0,1.0,19334
4896,Jack Reacher: Never Go Back,PG-13,Action,2016,2016-10-21,6.1,144000.0,Other,Other,Tom Cruise,60000000.0,162146076.0,Paramount Pictures,118.0,10,67740524.2347098,183064336.514018,Friday,Tom Cruise,1962-07-03,3.0,0.0,19834
4897,Bridget Jones's Baby,R,Comedy,2016,2016-09-16,6.5,71000.0,Other,Other,Other,35000000.0,211952420.0,Universal Pictures,123.0,9,39515305.8035807,239296134.060257,Friday,Renée Zellweger,1969-04-25,4.0,2.0,17311
4898,How to Be Single,R,Comedy,2016,2016-02-12,6.1,83000.0,Other,Other,Other,38000000.0,112343513.0,New Line Cinema,110.0,2,42902332.0153162,126836807.749816,Friday,Dakota Johnson,1989-10-04,0.0,0.0,9627
4899,Snowden,R,Biography,2016,2016-09-16,7.3,143000.0,Oliver Stone,Other,Other,40000000.0,37357216.0,Other,134.0,9,45160349.4898066,42176623.2631548,Friday,Joseph Gordon-Levitt,1981-02-17,0.0,0.0,12995
4900,The Bad Batch,R,Action,2016,2017-06-23,5.3,28000.0,Other,Other,Other,6000000.0,201890.0,Other,118.0,6,6774052.42347098,227935.573962426,Friday,Suki Waterhouse,1992-01-05,0.0,0.0,9301
4901,Triple 9,R,Action,2016,2016-02-26,6.3,69000.0,Other,Other,Other,20000000.0,23177948.0,Other,115.0,2,22580174.7449033,26168105.8034141,Friday,Casey Affleck,1975-08-12,2.0,1.0,14808
4902,Deepwater Horizon,PG-13,Action,2016,2016-09-30,7.1,157000.0,Other,Other,Mark Wahlberg,110000000.0,121790373.0,Other,107.0,9,124190961.096968,137502395.229347,Friday,Mark Wahlberg,1971-06-05,1.0,0.0,16554
4903,Sully,PG-13,Biography,2016,2016-09-09,7.4,248000.0,Clint Eastwood,Other,Tom Hanks,60000000.0,240797623.0,Other,96.0,9,67740524.2347098,271862620.274867,Friday,Tom Hanks,1956-07-09,6.0,2.0,21977
4904,Morgan,R,Action,2016,2016-09-02,5.8,41000.0,Other,Other,Other,8000000.0,8809407.0,Other,92.0,9,9032069.89796131,9945897.47294871,Friday,Kate Mara,1983-02-27,0.0,0.0,12241
4905,Pride and Prejudice and Zombies,PG-13,Action,2016,2016-02-05,5.8,53000.0,Other,Other,Other,28000000.0,16457494.0,Other,108.0,2,31612244.6428646,18580654.5191599,Friday,Lily James,1989-04-05,0.0,0.0,9802
4906,The Infiltrator,R,Biography,2016,2016-07-13,7.0,71000.0,Other,Other,Other,28000000.0,21011110.0,Other,127.0,7,31612244.6428646,23721726.7692192,Wednesday,Bryan Cranston,1956-03-07,1.0,0.0,22043
4907,The Edge of Seventeen,R,Comedy,2016,2016-11-18,7.3,110000.0,Other,Other,Other,9000000.0,19370020.0,Other,104.0,11,10161078.6352065,21868921.8206136,Friday,Hailee Steinfeld,1996-12-11,1.0,0.0,7282
4908,A Cure for Wellness,R,Drama,2016,2017-02-17,6.4,90000.0,Other,Other,Other,40000000.0,26620002.0,Other,146.0,2,45160349.4898066,30054214.8434837,Friday,Dane DeHaan,1986-02-06,0.0,0.0,11334
4909,London Has Fallen,R,Action,2016,2016-03-04,5.9,149000.0,Other,Other,Other,60000000.0,205754447.0,Other,99.0,3,67740524.2347098,232298568.390047,Friday,Gerard Butler,1969-11-13,0.0,0.0,16913
4910,Dirty Grandpa,R,Comedy,2016,2016-01-22,5.9,117000.0,Other,Other,Robert De Niro,25000000.0,94073028.0,Other,102.0,1,28225218.4311291,106209270.551109,Friday,Robert De Niro,1943-08-17,7.0,2.0,26456
4911,"Hail, Caesar!",PG-13,Comedy,2016,2016-02-05,6.3,127000.0,Other,Joel Coen,Other,22000000.0,63945241.0,Universal Pictures,106.0,2,24838192.2193936,72194735.7942477,Friday,Josh Brolin,1968-02-12,1.0,0.0,17525
4912,The 5th Wave,PG-13,Action,2016,2016-01-22,5.2,103000.0,Other,Other,Other,38000000.0,109906372.0,Columbia Pictures,112.0,1,42902332.0153162,124085254.266917,Friday,Chloë Grace Moretz,1997-02-10,0.0,0.0,6920
4913,Trolls,PG,Animation,2016,2016-11-04,6.5,75000.0,Other,Other,Other,125000000.0,346864886.0,Other,92.0,11,141126092.155645,391613486.937548,Friday,Anna Kendrick,1985-08-09,1.0,0.0,11410
4914,Allegiant,PG-13,Action,2016,2016-03-18,5.7,113000.0,Other,Other,Other,110000000.0,179246868.0,Other,120.0,3,124190961.096968,202371280.095831,Friday,Shailene Woodley,1991-11-15,0.0,0.0,8890
4915,Paterson,R,Comedy,2016,2016-12-28,7.4,74000.0,Other,Other,Other,5000000.0,9588282.0,Other,118.0,12,5645043.68622582,10825254.1531705,Wednesday,Adam Driver,1983-11-19,2.0,0.0,12093
4916,Swiss Army Man,R,Comedy,2016,2016-07-01,7.0,109000.0,Other,Other,Other,3000000.0,4935501.0,Other,97.0,7,3387026.21173549,5572223.75168224,Friday,Paul Dano,1984-06-19,0.0,0.0,11700
4917,The Great Wall,PG-13,Action,2016,2017-02-17,5.9,128000.0,Other,Other,Matt Damon,150000000.0,334933831.0,Other,103.0,2,169351310.586775,378143221.597995,Friday,Matt Damon,1970-10-08,3.0,0.0,16934
4918,Mike and Dave Need Wedding Dates,R,Comedy,2016,2016-07-08,6.0,85000.0,Other,Other,Other,33000000.0,77068246.0,Twentieth Century Fox,98.0,7,37257288.3290904,87010723.0981596,Friday,Zac Efron,1987-10-18,0.0,0.0,10491
4919,Bad Moms,R,Comedy,2016,2016-07-29,6.2,117000.0,Other,Other,Other,20000000.0,183936074.0,Other,100.0,7,22580174.7449033,207665434.640573,Friday,Mila Kunis,1983-08-14,0.0,0.0,12038
4920,Collateral Beauty,PG-13,Drama,2016,2016-12-16,6.8,95000.0,Other,Other,Will Smith,36000000.0,88528280.0,New Line Cinema,97.0,12,40644314.5408259,99949201.6132863,Friday,Will Smith,1968-09-25,3.0,1.0,17614
4921,The Boy,PG-13,Horror,2016,2016-01-22,6.0,84000.0,Other,Other,Other,10000000.0,73929392.0,Other,97.0,1,11290087.3724516,83466929.5072227,Friday,Lauren Cohan,1982-01-07,0.0,0.0,12433
4922,Fences,PG-13,Drama,2016,2016-12-25,7.2,101000.0,Other,Other,Denzel Washington,24000000.0,64414761.0,Other,139.0,12,27096209.6938839,72724827.976559,Sunday,Denzel Washington,1954-12-28,9.0,2.0,22643
4923,Alice Through the Looking Glass,PG,Adventure,2016,2016-05-27,6.2,98000.0,Other,Other,Other,170000000.0,299820798.0,Walt Disney Pictures,113.0,5,191931485.331678,338500300.549817,Friday,Mia Wasikowska,1989-10-25,0.0,0.0,9711
4924,The Brothers Grimsby,R,Action,2016,2016-03-11,6.2,96000.0,Other,Other,Other,35000000.0,27979040.0,Other,83.0,3,39515305.8035807,31588580.6197319,Friday,Sacha Baron Cohen,1971-10-13,1.0,0.0,16221
4925,Ice Age: Collision Course,PG,Animation,2016,2016-07-22,5.7,60000.0,Other,Other,Other,105000000.0,408754975.0,Other,94.0,7,118545917.410742,461487938.167428,Friday,Ray Romano,1957-12-21,0.0,0.0,21398
4926,Patriots Day,R,Action,2016,2017-01-13,7.4,96000.0,Other,Other,Mark Wahlberg,45000000.0,52185751.0,Other,133.0,1,50805393.1760324,58918168.8387005,Friday,Mark Wahlberg,1971-06-05,1.0,0.0,16659
4927,Keeping Up with the Joneses,PG-13,Action,2016,2016-10-21,5.9,60000.0,Other,Other,Other,40000000.0,29918745.0,Other,105.0,10,45160349.4898066,33778524.5124101,Friday,Zach Galifianakis,1969-10-01,0.0,0.0,17187
4928,The Secret Life of Pets,PG,Animation,2016,2016-07-08,6.5,188000.0,Other,Other,Other,75000000.0,875458631.0,Universal Pictures,87.0,7,84675655.2933873,988400443.49569,Friday,Louis C.K.,1967-09-12,0.0,0.0,17832
4929,Popstar: Never Stop Never Stopping,R,Comedy,2016,2016-06-03,6.7,57000.0,Other,Other,Other,20000000.0,9680029.0,Universal Pictures,87.0,6,22580174.7449033,10928837.3177866,Friday,Andy Samberg,1978-08-18,0.0,0.0,13804
4930,Assassin's Creed,PG-13,Action,2016,2016-12-21,5.7,190000.0,Other,Other,Other,125000000.0,240697856.0,Other,115.0,12,141126092.155645,271749982.460178,Wednesday,Michael Fassbender,1977-04-02,2.0,0.0,14508
4931,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,Action,2016,2016-06-03,6.0,87000.0,Other,Other,Other,135000000.0,245623848.0,Paramount Pictures,112.0,6,152416179.528097,277311470.467778,Friday,Megan Fox,1986-05-16,0.0,0.0,10976
4932,Everybody Wants Some!!,R,Comedy,2016,2016-04-07,6.9,53000.0,Other,Other,Other,10000000.0,4644472.0,Other,117.0,4,11290087.3724516,5243649.46789052,Thursday,Blake Jenner,1992-08-27,0.0,0.0,8624
4933,The Take,R,Action,2016,2016-11-18,6.3,40000.0,Other,Other,Other,20000000.0,14857808.0,Other,92.0,11,22580174.7449033,16774595.0483111,Friday,Idris Elba,1972-09-06,0.0,0.0,16144
4934,The Finest Hours,PG-13,Action,2016,2016-01-29,6.8,63000.0,Other,Other,Other,80000000.0,52099090.0,Walt Disney Pictures,117.0,1,90320698.9796131,58820327.8125221,Friday,Chris Pine,1980-08-26,0.0,0.0,12939
4935,Greater,PG,Biography,2016,2016-08-26,7.3,5300.0,Other,Other,Other,9000000.0,2000620.0,Other,130.0,8,10161078.6352065,2258717.45990742,Friday,Neal McDonough,1966-02-13,0.0,0.0,18457
4936,The Belko Experiment,R,Horror,2016,2017-03-17,6.1,46000.0,Other,Other,Other,5000000.0,11084630.0,Other,89.0,3,5645043.68622582,12514644.1191299,Friday,John Gallagher Jr.,1984-06-17,0.0,0.0,11961
4937,The BFG,PG,Adventure,2016,2016-07-01,6.4,80000.0,Steven Spielberg,Other,Other,140000000.0,195243411.0,Walt Disney Pictures,117.0,7,158061223.214323,220431516.908549,Friday,Mark Rylance,1960-01-18,1.0,1.0,20619
4938,Zoolander 2,PG-13,Action,2016,2016-02-12,4.7,66000.0,Other,Other,Ben Stiller,50000000.0,56722693.0,Other,101.0,2,56450436.8622582,64040415.9970751,Friday,Ben Stiller,1965-11-30,0.0,0.0,18336
4939,Midnight Special,PG-13,Drama,2016,2016-04-21,6.6,77000.0,Other,Other,Other,18000000.0,6740647.0,Warner Bros.,112.0,4,20322157.2704129,7610249.3576854,Thursday,Michael Shannon,1974-08-07,2.0,0.0,15233
4940,The Angry Birds Movie,PG,Animation,2016,2016-05-20,6.3,84000.0,Other,Other,Other,73000000.0,352333929.0,Columbia Pictures,97.0,5,82417637.818897,397788084.268917,Friday,Jason Sudeikis,1975-09-18,0.0,0.0,14855
4941,Live by Night,R,Action,2016,2017-01-13,6.4,54000.0,Other,Other,Ben Affleck,108000000.0,22678555.0,Other,129.0,1,121932943.622478,25604286.743095,Friday,Ben Affleck,1972-08-15,0.0,0.0,16222
4942,Nerve,PG-13,Action,2016,2016-07-27,6.5,120000.0,Other,Other,Other,19000000.0,85251425.0,Other,96.0,7,21451166.0076581,96249603.6876008,Wednesday,Emma Roberts,1991-02-10,0.0,0.0,9299
4943,Mechanic: Resurrection,R,Action,2016,2016-08-26,5.7,79000.0,Other,Other,Other,40000000.0,125729635.0,Other,98.0,8,45160349.4898066,141949856.445645,Friday,Jason Statham,1967-07-26,0.0,0.0,17929
4944,The Light Between Oceans,PG-13,Drama,2016,2016-09-02,7.2,54000.0,Other,Other,Other,20000000.0,25975621.0,Other,133.0,9,22580174.7449033,29326703.064369,Friday,Michael Fassbender,1977-04-02,2.0,0.0,14398
4945,Why Him?,R,Comedy,2016,2016-12-23,6.2,104000.0,Other,Other,Other,38000000.0,118102725.0,Twentieth Century Fox,111.0,12,42902332.0153162,133339008.417463,Friday,Zoey Deutch,1994-11-10,0.0,0.0,8079
4946,Miracles from Heaven,PG,Biography,2016,2016-03-16,7.1,23000.0,Other,Other,Other,13000000.0,73983003.0,Columbia Pictures,109.0,3,14677113.5841871,83527456.7946352,Wednesday,Jennifer Garner,1972-04-17,0.0,0.0,16039
4947,Colossal,R,Comedy,2016,2017-04-21,6.2,61000.0,Other,Other,Other,15000000.0,4531320.0,Other,109.0,4,16935131.0586775,5115899.87125375,Friday,Anne Hathaway,1982-11-12,2.0,1.0,12579
4948,Neighbors 2: Sorority Rising,R,Comedy,2016,2016-05-20,5.7,116000.0,Other,Other,Other,35000000.0,108007109.0,Universal Pictures,92.0,5,39515305.8035807,121940969.745591,Friday,Seth Rogen,1982-04-15,0.0,0.0,12454
4949,Ben-Hur,PG-13,Action,2016,2016-08-19,5.7,43000.0,Other,Other,Other,100000000.0,94061311.0,Other,123.0,8,112900873.724516,106196041.955735,Friday,Jack Huston,1982-12-07,0.0,0.0,12309
4950,Free State of Jones,R,Action,2016,2016-06-24,6.9,55000.0,Other,Other,Matthew McConaughey,50000000.0,25035950.0,Other,139.0,6,56450436.8622582,28265806.2952331,Friday,Matthew McConaughey,1969-11-04,1.0,1.0,17034
4951,Jackie,R,Biography,2016,2016-12-02,6.7,75000.0,Other,Other,Other,9000000.0,29777777.0,Other,100.0,12,10161078.6352065,33619370.4087381,Friday,Natalie Portman,1981-06-09,3.0,1.0,12960
4952,Gold,R,Crime,2016,2017-01-27,6.7,60000.0,Other,Other,Matthew McConaughey,20000000.0,14880939.0,Other,120.0,1,22580174.7449033,16800710.1494123,Friday,Matthew McConaughey,1969-11-04,1.0,1.0,17251
4953,Pete's Dragon,PG,Action,2016,2016-08-12,6.7,55000.0,Other,Other,Other,65000000.0,143695338.0,Walt Disney Pictures,102.0,8,73385567.9209356,162233292.103397,Friday,Bryce Dallas Howard,1981-03-02,0.0,0.0,12947
4954,Keanu,R,Action,2016,2016-04-29,6.3,47000.0,Other,Other,Other,15000000.0,20651333.0,Other,100.0,4,16935131.0586775,23315535.3927594,Friday,Keegan-Michael Key,1971-03-22,0.0,0.0,16475
4955,Storks,PG,Animation,2016,2016-09-23,6.8,58000.0,Other,Other,Other,70000000.0,183388953.0,Other,87.0,9,79030611.6071615,207047730.251243,Friday,Andy Samberg,1978-08-18,0.0,0.0,13916
4956,A Monster Calls,PG-13,Adventure,2016,2017-01-06,7.5,83000.0,Other,Other,Other,43000000.0,47309313.0,Other,108.0,1,48547375.701542,53412627.7300662,Friday,Lewis MacDougall,2002-06-05,0.0,0.0,5329
4957,Kubo and the Two Strings,PG,Animation,2016,2016-08-19,7.8,121000.0,Other,Other,Other,60000000.0,76249438.0,Other,101.0,8,67740524.2347098,86086281.7120334,Friday,Charlize Theron,1975-08-07,3.0,1.0,14988
4958,Café Society,PG-13,Comedy,2016,2016-08-05,6.6,73000.0,Woody Allen,Woody Allen,Other,30000000.0,43763247.0,Other,96.0,8,33870262.1173549,49409088.2332182,Friday,Jesse Eisenberg,1983-10-05,1.0,0.0,11993
4959,Blair Witch,R,Horror,2016,2016-09-16,5.0,43000.0,Other,Other,Other,5000000.0,45173154.0,Other,89.0,9,5645043.68622582,51000885.5549213,Friday,James Allen McCune,1990-06-18,0.0,0.0,9587
4960,Ratchet & Clank,PG,Animation,2016,2016-04-29,5.6,10000.0,Other,Other,Other,20000000.0,13385737.0,Other,94.0,4,22580174.7449033,15112614.0274659,Friday,James Arnold Taylor,1969-07-22,0.0,0.0,17083
4961,Risen,PG-13,Action,2016,2016-02-19,6.3,26000.0,Other,Other,Other,20000000.0,46771565.0,Other,107.0,2,22580174.7449033,52805505.5396301,Friday,Joseph Fiennes,1970-05-27,0.0,0.0,16704
4962,Rules Don't Apply,PG-13,Comedy,2016,2016-11-23,5.7,10000.0,Other,Other,Other,25000000.0,3885342.0,Other,127.0,11,28225218.4311291,4386585.0651856,Wednesday,Lily Collins,1989-03-18,0.0,0.0,10112
4963,Office Christmas Party,R,Comedy,2016,2016-12-09,5.9,72000.0,Other,Other,Other,45000000.0,114501299.0,Other,105.0,12,50805393.1760324,129272966.996921,Friday,Jason Bateman,1969-01-14,0.0,0.0,17496
4964,Florence Foster Jenkins,PG-13,Biography,2016,2016-08-12,6.8,52000.0,Other,Other,Meryl Streep,29000000.0,49052787.0,Other,111.0,8,32741253.3801097,55381025.109226,Friday,Meryl Streep,1949-06-22,21.0,3.0,24523
4965,Batman: The Killing Joke,R,Animation,2016,2016-07-25,6.4,52000.0,Other,Other,Other,3500000.0,4462034.0,Other,76.0,7,3951530.58035807,5037675.37188499,Monday,Kevin Conroy,1955-11-30,0.0,0.0,22153
4966,Leap!,PG,Animation,2016,2017-08-25,6.8,21000.0,Directors,Other,Other,30000000.0,106127278.0,Other,89.0,8,33870262.1173549,119818624.122046,Friday,Elle Fanning,1998-04-09,0.0,0.0,7078
4967,A Hologram for the King,R,Comedy,2016,2016-04-28,6.1,42000.0,Other,Other,Tom Hanks,30000000.0,9169507.0,Other,98.0,4,33870262.1173549,10352453.5192307,Thursday,Tom Hanks,1956-07-09,6.0,2.0,21843
4968,Ouija: Origin of Evil,PG-13,Drama,2016,2016-10-21,6.1,56000.0,Other,Other,Other,9000000.0,81705746.0,Universal Pictures,99.0,10,10161078.6352065,92246501.1171341,Friday,Elizabeth Reaser,1975-07-02,0.0,0.0,15087
4969,All I See Is You,R,Drama,2016,2017-10-27,5.4,11000.0,Other,Other,Other,30000000.0,678150.0,Other,109.0,10,33870262.1173549,765637.275162808,Friday,Blake Lively,1987-08-25,0.0,0.0,11021
4970,The Forest,PG-13,Horror,2016,2016-01-08,4.8,41000.0,Other,Other,Other,10000000.0,39712000.0,Other,93.0,1,11290087.3724516,44835194.9734799,Friday,Natalie Dormer,1982-02-11,0.0,0.0,12384
4971,Money Monster,R,Crime,2016,2016-05-13,6.5,96000.0,Other,Other,George Clooney,27000000.0,93282604.0,Other,98.0,5,30483235.9056194,105316874.948981,Friday,George Clooney,1961-05-06,4.0,1.0,20096
4972,Monster Trucks,PG,Animation,2016,2017-01-13,5.7,16000.0,Other,Other,Other,125000000.0,64493915.0,Paramount Pictures,104.0,1,141126092.155645,72814193.5341469,Friday,Lucas Till,1990-08-10,0.0,0.0,9653
4973,The Hollars,PG-13,Comedy,2016,2016-08-26,6.6,12000.0,Other,Other,Other,3800000.0,1138609.0,Other,88.0,8,4290233.20153162,1285499.50930598,Friday,Sharlto Copley,1973-11-27,0.0,0.0,15613
4974,Fifty Shades of Black,R,Comedy,2016,2016-01-29,3.5,20000.0,Other,Other,Other,5000000.0,22227514.0,Other,92.0,1,5645043.68622582,25095057.5132392,Friday,Marlon Wayans,1972-07-23,0.0,0.0,15895
4975,My Big Fat Greek Wedding 2,PG-13,Comedy,2016,2016-03-25,6.0,29000.0,Other,Other,Other,18000000.0,90632641.0,Other,94.0,3,20322157.2704129,102325043.568604,Friday,Nia Vardalos,1962-09-24,0.0,0.0,19541
4976,Billy Lynn's Long Halftime Walk,R,Action,2016,2016-11-18,6.2,22000.0,Other,Other,Other,40000000.0,30930984.0,Other,113.0,11,45160349.4898066,34921351.1875904,Friday,Joe Alwyn,1991-02-21,0.0,0.0,9402
4977,Personal Shopper,R,Drama,2016,2017-03-10,6.1,37000.0,Other,Other,Other,6000000.0,2840408.0,Other,105.0,3,6774052.42347098,3206845.44934106,Friday,Kristen Stewart,1990-04-09,1.0,0.0,9832
4978,Love & Friendship,PG,Comedy,2016,2016-06-03,6.4,24000.0,Other,Other,Other,3000000.0,21401949.0,Other,90.0,6,3387026.21173549,24162987.4150754,Friday,Kate Beckinsale,1973-07-26,0.0,0.0,15653
4979,Bleed for This,R,Biography,2016,2016-11-18,6.8,26000.0,Other,Other,Other,6000000.0,6698679.0,Other,117.0,11,6774052.42347098,7562867.1190007,Friday,Miles Teller,1987-02-20,0.0,0.0,10864
4980,Whiskey Tango Foxtrot,R,Biography,2016,2016-03-04,6.6,51000.0,Other,Other,Other,35000000.0,24972139.0,Other,112.0,3,39515305.8035807,28193763.1187007,Friday,Tina Fey,1970-05-18,0.0,0.0,16727
4981,Loving,PG-13,Biography,2016,2016-11-04,7.0,33000.0,Other,Other,Other,9000000.0,12957265.0,Other,123.0,11,10161078.6352065,14628865.395801,Friday,Ruth Negga,1982-01-07,1.0,0.0,12720
4982,Mr. Church,PG-13,Comedy,2016,2016-11-11,7.7,27000.0,Other,Other,Eddie Murphy,8000000.0,685780.0,Other,104.0,11,9032069.89796131,774251.611827988,Friday,Eddie Murphy,1961-04-03,1.0,0.0,20311
4983,Denial,PG-13,Biography,2016,2016-10-21,6.7,20000.0,Other,Other,Other,10000000.0,7994527.0,Other,109.0,10,11290087.3724516,9025890.83314237,Friday,Rachel Weisz,1970-03-07,2.0,1.0,17030
4984,Ride Along 2,PG-13,Action,2016,2016-01-15,5.9,55000.0,Other,Other,Other,40000000.0,124608438.0,Universal Pictures,102.0,1,45160349.4898066,140684015.236472,Friday,Ice Cube,1969-06-15,0.0,0.0,17015
4985,Rock Dog,PG,Animation,2016,2017-02-24,6.0,4900.0,Other,Other,Other,60000000.0,23157646.0,Other,90.0,2,67740524.2347098,26145184.6680305,Friday,Luke Wilson,1971-09-21,0.0,0.0,16593
4986,Race,PG-13,Biography,2016,2016-02-19,7.1,36000.0,Other,Other,Other,35000000.0,25070261.0,Other,134.0,2,39515305.8035807,28304543.7140167,Friday,Stephan James,1993-12-16,0.0,0.0,8100
